ID,STATE,SOURCE,DESTINATION,BUS_NAME,BUS_TYPE,DEPARTING_TIME,ARRIVING_TIME,DURATION,STAR_RATING,PRICE,SEATS_AVAILABLE,BUS_CATEGORY,AC_TYPE,STAR_RANGE
14174,Telangana,Hyderabad,Ongole,"APSRTC - 48823","Super Luxury (Non AC Seater 2+2 Push Back)",21:15,05:30,"08h 10m",2.4,555,33,Government,"NON AC",2-3
14175,Telangana,Hyderabad,Ongole,"APSRTC - 5920","VENNELA (A.C. SLEEPER)",21:15,05:30,"08h 10m",4.1,992,23,Government,AC,"4 above"
14176,Telangana,Hyderabad,Ongole,"APSRTC - 48493","Super Luxury (Non AC Seater 2+2 Push Back)",21:20,05:45,"08h 10m",3.9,555,33,Government,"NON AC",3-4
14177,Telangana,Hyderabad,Ongole,"APSRTC - 48601","INDRA(A.C. Seater)",21:20,05:00,"08h 10m",3.8,671,36,Government,AC,3-4
14178,Telangana,Hyderabad,Ongole,"APSRTC - 5904","DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle)",21:25,05:30,"08h 10m",4.4,852,47,Government,AC,"4 above"
14179,Telangana,Hyderabad,Ongole,"APSRTC - 5857","STAR LINER(NON-AC SLEEPER 2+1)",21:40,06:00,"08h 10m",3.4,719,27,Government,AC,3-4
14180,Telangana,Hyderabad,Ongole,"APSRTC - 48491","Super Luxury (Non AC Seater 2+2 Push Back)",21:40,05:40,"08h 10m",3.8,555,33,Government,"NON AC",3-4
14181,Telangana,Hyderabad,Ongole,"APSRTC - 95786","STAR LINER(NON-AC SLEEPER 2+1)",21:45,06:00,"08h 10m",3.6,719,27,Government,AC,3-4
14182,Telangana,Hyderabad,Ongole,"APSRTC - 9228","Super Luxury (Non AC Seater 2+2 Push Back)",21:50,06:15,"08h 10m",4,555,32,Government,"NON AC","4 above"
14183,Telangana,Hyderabad,Ongole,"APSRTC - 5379","INDRA(A.C. Seater)",22:00,05:55,"08h 10m",4.3,671,37,Government,AC,"4 above"
14184,Telangana,Hyderabad,Ongole,"APSRTC - 5726","Super Luxury (Non AC Seater 2+2 Push Back)",22:10,06:15,"08h 10m",4.6,555,31,Government,"NON AC","4 above"
14185,Telangana,Hyderabad,Ongole,"TSRTC - 1536","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,16:15,"08h 10m",3.6,477,20,Government,AC,3-4
14186,Telangana,Hyderabad,Ongole,"TSRTC - 1623","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,17:35,"08h 10m",4.1,477,31,Government,AC,"4 above"
14187,Telangana,Hyderabad,Ongole,"TSRTC - 2429","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,22:30,"08h 10m",3.8,577,31,Government,AC,3-4
14188,Telangana,Hyderabad,Ongole,"TSRTC - 4457","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,23:30,"08h 10m",3.5,477,4,Government,AC,3-4
14189,Telangana,Hyderabad,Ongole,"TSRTC - 9595","Lahari A/C sleeper",16:30,01:35,"08h 10m",4.6,793,7,Government,AC,"4 above"
14190,Telangana,Hyderabad,Ongole,"TSRTC - 2855","LAHARI A/C SLEEPER CUM SEATER",16:45,02:00,"08h 10m",3.6,583,6,Government,AC,3-4
14191,Telangana,Hyderabad,Ongole,"TSRTC - 2765","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,00:30,"08h 10m",2.8,477,19,Government,AC,2-3
14192,Telangana,Hyderabad,Ongole,"TSRTC - 1960","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,04:00,"08h 10m",3.8,477,1,Government,AC,3-4
14193,Telangana,Hyderabad,Ongole,"TSRTC - 4372","Lahari Non A/C Sleeper Cum Seater",18:25,03:00,"08h 10m",3.5,522,20,Government,"NON AC",3-4
14194,Telangana,Hyderabad,Ongole,"TSRTC - 1935","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,04:55,"08h 10m",2,477,27,Government,AC,2-3
14195,Telangana,Hyderabad,Ongole,"TSRTC - 1642","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10,04:40,"08h 10m",3.7,477,25,Government,AC,3-4
14196,Telangana,Hyderabad,Ongole,"TSRTC - 8454","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,02:30,"08h 10m",4.3,495,8,Government,AC,"4 above"
14197,Telangana,Hyderabad,Ongole,"TSRTC - 7750","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,04:40,"08h 10m",3.8,477,31,Government,AC,3-4
14198,Telangana,Hyderabad,Ongole,"TSRTC - 1603","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,05:40,"08h 10m",4.3,477,31,Government,AC,"4 above"
14199,Telangana,Hyderabad,Ongole,"TSRTC - 1557","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,04:45,"08h 10m",4,477,31,Government,AC,"4 above"
14200,Telangana,Hyderabad,Ongole,"TSRTC - 2469","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:15,"08h 10m",4.3,477,5,Government,AC,"4 above"
14201,Telangana,Hyderabad,Ongole,"TSRTC - 7728","Lahari Non A/C Sleeper Cum Seater",21:25,05:40,"08h 10m",4.1,480,41,Government,"NON AC","4 above"
14202,Telangana,Hyderabad,Ongole,"TSRTC - 4333","Lahari Non A/C Sleeper Cum Seater",21:45,05:25,"08h 10m",3.7,522,38,Government,"NON AC",3-4
14203,Telangana,Hyderabad,Ongole,"TSRTC - 7769","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,07:35,"08h 10m",3.8,610,31,Government,AC,3-4
14204,Telangana,Hyderabad,Ongole,"TSRTC - 4335","Lahari Non A/C Sleeper Cum Seater",22:15,05:55,"08h 10m",3.7,522,3,Government,"NON AC",3-4
14205,Telangana,Hyderabad,Ongole,"TSRTC - 7773","Lahari Non A/C Sleeper Cum Seater",23:10,08:35,"08h 10m",2.5,613,26,Government,"NON AC",2-3
14206,Telangana,Hyderabad,Ongole,"Sri Vengamamba Bus Transport (SVBT)","A/C Seater / Sleeper (2+1)",21:45,06:15,"08h 10m",4.6,890,22,private,AC,"4 above"
14207,Telangana,Hyderabad,Ongole,"Sri Vengamamba Bus Transport (SVBT)","A/C Sleeper (2+1)",21:40,06:15,"08h 10m",4.3,900,20,private,AC,"4 above"
14208,Telangana,Hyderabad,Ongole,"V Kaveri Travels","Scania AC Multi Axle Sleeper (2+1)",21:30,05:45,"08h 10m",4.1,1100,35,private,AC,"4 above"
14209,Telangana,Hyderabad,Ongole,"Chandu Travels","A/C Sleeper (2+1)",22:15,05:45,"08h 10m",4.1,1796,25,private,AC,"4 above"
14210,Telangana,Hyderabad,Ongole,"Kamakshi Tours And Travels","Non A/C Seater / Sleeper (2+1)",21:30,06:00,"08h 10m",4.1,500,28,private,"NON AC","4 above"
14211,Telangana,Hyderabad,Ongole,"Kaveri Travels","Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1)",21:30,05:45,"08h 10m",4.1,1080,30,private,AC,"4 above"
14212,Telangana,Hyderabad,Ongole,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)",22:30,06:25,"08h 10m",3.4,500,39,private,AC,3-4
14213,Telangana,Hyderabad,Ongole,"Kaveri Travels","A/C Sleeper (2+1)",21:30,06:30,"08h 10m",3.4,900,22,private,AC,3-4
14214,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","A/C Sleeper (2+1)",22:30,05:30,"08h 10m",3.7,1200,21,private,AC,3-4
14215,Telangana,Hyderabad,Ongole,"VV Vinayak Travels","A/C Sleeper (2+1)",22:15,06:00,"08h 10m",3.5,855,28,private,AC,3-4
14216,Telangana,Hyderabad,Ongole,"V Kaveri Travels","Non A/C Seater / Sleeper (2+1)",21:30,06:00,"08h 10m",3.6,560,32,private,"NON AC",3-4
14217,Telangana,Hyderabad,Ongole,"Kaveri Travels","Non A/C Seater / Sleeper (2+1)",21:30,06:30,"08h 10m",3.3,400,33,private,"NON AC",3-4
14218,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","A/C Semi Sleeper / Sleeper (2+1)",21:45,05:40,"08h 10m",3.3,800,40,private,AC,3-4
14219,Telangana,Hyderabad,Ongole,"Kaveri Travels","Non A/C Seater / Sleeper (2+1)",19:40,04:30,"08h 10m",3.9,600,30,private,"NON AC",3-4
14220,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","Volvo Multi-Axle A/C Sleeper (2+1)",21:30,05:20,"08h 10m",3.3,1300,25,private,AC,3-4
14221,Telangana,Hyderabad,Ongole,"KMBT Travels","NON A/C Hi-Tech Push Back (2+2)",20:55,05:30,"08h 10m",3.5,1520,31,private,AC,3-4
14222,Telangana,Hyderabad,Ongole,"KKaveri Travels","Non A/C Seater / Sleeper (2+1)",21:00,05:40,"08h 10m",3.2,540,32,private,"NON AC",3-4
14223,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","NON A/C Semi Sleeper / Sleeper (2+1)",20:00,05:00,"08h 10m",3.3,600,34,private,AC,3-4
14224,Telangana,Hyderabad,Ongole,"V Kaveri Travels","Volvo Multi-Axle A/C Sleeper (2+1)",21:30,05:30,"08h 10m",3.1,900,29,private,AC,3-4
14225,Telangana,Hyderabad,Ongole,"V Kaveri Travels","NON A/C Sleeper (2+1)",21:30,05:30,"08h 10m",3.1,700,26,private,AC,3-4
14226,Telangana,Hyderabad,Ongole,"Orange Tours And Travels","Bharat Benz A/C Seater /Sleeper (2+1)",23:45,06:30,"08h 10m",3,700,42,private,AC,3-4
14227,Telangana,Hyderabad,Ongole,"V Kaveri Travels","A/C Sleeper (2+1)",22:00,06:15,"08h 10m",3.6,1100,29,private,AC,3-4
14228,Telangana,Hyderabad,Ongole,"Vihari Travels ","NON A/C Sleeper (2+1)",22:00,05:30,"08h 10m",3.1,637,29,private,AC,3-4
14229,Telangana,Hyderabad,Ongole,"V Kaveri Travels","Non A/C Seater / Sleeper (2+1)",21:00,05:15,"08h 10m",3.5,600,34,private,"NON AC",3-4
14230,Telangana,Hyderabad,Ongole,"KKaveri Travels","Volvo Multi-Axle A/C Sleeper (2+1)",21:00,04:30,"08h 10m",3.5,900,30,private,AC,3-4
14231,Telangana,Hyderabad,Ongole,"V Kaveri Travels","NON A/C Sleeper (2+1)",21:30,05:45,"08h 10m",3.4,800,28,private,AC,3-4
14232,Telangana,Hyderabad,Ongole,"Sri Laxmi Sravanthi Siva Tours And Travels","Non A/C Seater / Sleeper (2+1)",21:40,06:00,"08h 10m",3.6,599,31,private,"NON AC",3-4
14233,Telangana,Hyderabad,Ongole,"Kaveri Travels","Non A/C Seater / Sleeper (2+1)",21:35,05:45,"08h 10m",3.5,550,32,private,"NON AC",3-4
14234,Telangana,Hyderabad,Ongole,"Sri Sahasra Tours and Travels","A/C Seater / Sleeper (2+1)",21:00,05:30,"08h 10m",3.8,449,33,private,AC,3-4
14235,Telangana,Hyderabad,Ongole,"Cherry tours&travels","Non A/C Seater / Sleeper (2+1)",21:50,06:00,"08h 10m",3.8,808,35,private,"NON AC",3-4
14236,Telangana,Hyderabad,Ongole,"Morning Star Travels","A/C Sleeper (2+1)",22:30,05:30,"08h 10m",3.2,990,30,private,AC,3-4
14237,Telangana,Hyderabad,Ongole,SBT,"Non A/C Seater / Sleeper (2+1)",22:00,06:40,"08h 10m",3.4,390,31,private,"NON AC",3-4
14238,Telangana,Hyderabad,Ongole,"VV Vinayak Travels","Non A/C Seater / Sleeper (2+1)",22:35,06:15,"08h 10m",3.4,561,31,private,"NON AC",3-4
14239,Telangana,Hyderabad,Ongole,"Vihari Travels ","Non A/C Seater / Sleeper (2+1)",21:20,05:40,"08h 10m",3.7,846,29,private,"NON AC",3-4
14240,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","Non A/C Seater / Sleeper (2+1)",22:00,05:30,"08h 10m",3.6,600,33,private,"NON AC",3-4
14241,Telangana,Hyderabad,Ongole,"LUCKY TRAVELS","A/C Sleeper (2+1)",22:45,06:05,"08h 10m",4.3,1099,30,private,AC,"4 above"
14242,Telangana,Hyderabad,Ongole,"Vihari Travels ","Non A/C Seater / Sleeper (2+1)",20:00,04:15,"08h 10m",3.8,428,31,private,"NON AC",3-4
14243,Telangana,Hyderabad,Ongole,"Vikram Travels","A/C Seater / Sleeper (2+1)",21:55,05:30,"08h 10m",4.1,499,36,private,AC,"4 above"
14244,Telangana,Hyderabad,Ongole,"Sri Sivanjali Bus","Non A/C Seater / Sleeper (2+1)",22:00,06:00,"08h 10m",3.5,450,28,private,"NON AC",3-4
14245,Telangana,Hyderabad,Ongole,"KKaveri Travels","Non A/C Seater / Sleeper (2+1)",20:45,04:00,"08h 10m",3.7,540,29,private,"NON AC",3-4
14246,Telangana,Hyderabad,Ongole,"Mozo travels","A/C Seater / Sleeper (2+1)",20:10,03:45,"08h 10m",4.5,600,35,private,AC,"4 above"
14247,Telangana,Hyderabad,Ongole,"Kamakshi Tours And Travels","Non A/C Seater / Sleeper (2+1)",21:15,07:00,"08h 10m",3.5,500,34,private,"NON AC",3-4
14248,Telangana,Hyderabad,Ongole,"VV Vinayak Travels","Non A/C Seater / Sleeper (2+1)",22:10,06:00,"08h 10m",3.5,520,35,private,"NON AC",3-4
14249,Telangana,Hyderabad,Ongole,"Go Tour Travels and Holidays","A/C Sleeper (2+1)",22:45,04:45,"08h 10m",4.6,1099,26,private,AC,"4 above"
14250,Telangana,Hyderabad,Ongole,"Sri Lakshmi Narshima Travels","Non A/C Seater / Sleeper (2+1)",22:00,05:30,"08h 10m",3.4,428,31,private,"NON AC",3-4
14251,Telangana,Hyderabad,Ongole,"V Kaveri Travels","Non A/C Seater / Sleeper (2+1)",21:30,06:05,"08h 10m",3.1,600,32,private,"NON AC",3-4
14252,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","A/C Semi Sleeper / Sleeper (2+1)",21:35,06:15,"08h 10m",2.5,800,41,private,AC,2-3
14253,Telangana,Hyderabad,Ongole,"SAI PRASANNA TRAVELS","Non A/C Seater / Sleeper (2+1)",21:40,05:30,"08h 10m",2.9,444,41,private,"NON AC",2-3
14254,Telangana,Hyderabad,Ongole,"Vihari Travels ","NON AC Seater / Sleeper 2+1",20:00,04:30,"08h 10m",4.3,665,31,private,AC,"4 above"
14255,Telangana,Hyderabad,Ongole,"V Kaveri Travels","Volvo Multi-Axle A/C Sleeper (2+1)",21:30,05:50,"08h 10m",3.2,1160,29,private,AC,3-4
14256,Telangana,Hyderabad,Ongole,"Jagan Travels","Non A/C Seater / Sleeper (2+1)",19:20,04:30,"08h 10m",4.7,521,36,private,"NON AC","4 above"
14257,Telangana,Hyderabad,Ongole,"KTC Travels","A/C Sleeper (2+1)",22:00,04:15,"08h 10m",3.2,990,28,private,AC,3-4
14258,Telangana,Hyderabad,Ongole,"Meghana Travels","A/C Sleeper (2+1)",21:50,04:40,"08h 10m",3.2,1139,32,private,AC,3-4
14259,Telangana,Hyderabad,Ongole,"Rajeswari Travels","Non A/C Seater / Sleeper (2+1)",20:15,04:30,"08h 10m",3.4,570,32,private,"NON AC",3-4
14260,Telangana,Hyderabad,Ongole,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)",18:30,05:00,"08h 10m",2.2,650,39,private,AC,2-3
14261,Telangana,Hyderabad,Ongole,LIMOLINER,"A/C Sleeper (2+1)",17:20,02:45,"08h 10m",3.2,881,29,private,AC,3-4
14262,Telangana,Hyderabad,Ongole,"Sri Tulasi Tours and Travels","A/C Seater / Sleeper (2+1)",21:15,04:00,"08h 10m",3.2,664,29,private,AC,3-4
14263,Telangana,Hyderabad,Ongole,"KMBT Travels","NON A/C Sleeper (2+1)",22:10,05:00,"08h 10m",3.1,949,30,private,AC,3-4
14264,Telangana,Hyderabad,Ongole,"Sri Lakshmi Narshima Travels","A/C Sleeper (2+1)",22:00,05:30,"08h 10m",3.3,665,26,private,AC,3-4
14265,Telangana,Hyderabad,Ongole,"Mozo travels","A/C Sleeper (2+1)",22:00,04:50,"08h 10m",3.5,800,28,private,AC,3-4
14266,Telangana,Hyderabad,Ongole,"Sri Laxmi Sravanthi Siva Tours And Travels","Non A/C Seater / Sleeper (2+1)",21:50,05:20,"08h 10m",2.7,599,29,private,"NON AC",2-3
14267,Telangana,Hyderabad,Ongole,"V Kaveri Travels","Non A/C Seater / Sleeper (2+1)",21:30,05:45,"08h 10m",2.3,600,32,private,"NON AC",2-3
14268,Telangana,Hyderabad,Ongole,"Kaveri Travels","Volvo Multi Axle B9R A/C Sleeper (2+1)",21:00,04:00,"08h 10m",3.4,1390,37,private,AC,3-4
14269,Telangana,Hyderabad,Ongole,"V Kaveri Travels","A/C Sleeper (2+1)",17:00,23:59,"08h 10m",2.9,1400,29,private,AC,2-3
14270,Telangana,Hyderabad,Ongole,"Ramu Tours & Travels","A/C Sleeper (2+1)",22:30,05:45,"08h 10m",3.2,990,24,private,AC,3-4
14271,Telangana,Hyderabad,Ongole,"Sri Tulasi Tours and Travels","A/C Sleeper (2+1)",22:00,04:30,"08h 10m",2.7,1520,27,private,AC,2-3
14272,Telangana,Hyderabad,Ongole,"Sri Tulasi Tours and Travels","Non A/C Seater / Sleeper (2+1)",19:44,04:20,"08h 10m",3.2,1234,22,private,"NON AC",3-4
14273,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","Non A/C Seater / Sleeper (2+1)",21:45,05:20,"08h 10m",2.2,600,40,private,"NON AC",2-3
14274,Telangana,Hyderabad,Ongole,"KKaveri Travels","Non A/C Seater / Sleeper (2+1)",22:00,05:00,"08h 10m",2.4,702,27,private,"NON AC",2-3
14275,Telangana,Hyderabad,Ongole,"Padmavathi Travels","A/C Sleeper (2+1)",22:15,04:05,"08h 10m",3,3000,31,private,AC,3-4
14276,Telangana,Hyderabad,Ongole,"Orange Tours And Travels","NON A/C Sleeper (2+1)",21:45,05:30,"08h 10m",2.6,750,23,private,AC,2-3
14277,Telangana,Hyderabad,Ongole,"Sri Lakshmi Narshima Travels","Non A/C Seater / Sleeper (2+1)",22:00,05:15,"08h 10m",2.3,428,31,private,"NON AC",2-3
14278,Telangana,Hyderabad,Ongole,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)",15:45,03:30,"08h 10m",2.6,640,39,private,AC,2-3
14279,Telangana,Hyderabad,Ongole,"My Star Transport","Non A/C Seater / Sleeper (2+1)",22:00,05:50,"08h 10m",2.8,428,30,private,"NON AC",2-3
14280,Telangana,Hyderabad,Ongole,"Orange Tours And Travels","Volvo Multi-Axle Sleeper A/C (2+1)",20:15,03:30,"08h 10m",2,1360,34,private,AC,2-3
14281,Telangana,Hyderabad,Ongole,"KMBT Travels","NON A/C Hi-Tech Push Back (2+2)",21:00,05:00,"08h 10m",2.5,428,17,private,AC,2-3
14282,Telangana,Hyderabad,Ongole,"Morning Star Travels","A/C Sleeper (2+1)",20:00,02:15,"08h 10m",1.7,1190,30,private,AC,1-2
14283,Telangana,Hyderabad,Ongole,"V Kaveri Travels","VE A/C Sleeper (2+1)",19:00,03:30,"08h 10m",1.9,1100,23,private,AC,1-2
14284,Telangana,Hyderabad,Ongole,"KKaveri Travels","Non A/C Seater / Sleeper (2+1)",21:00,05:45,"08h 10m",1.3,702,30,private,"NON AC",1-2
14285,Telangana,Hyderabad,Ongole,"Vikram Travels","A/C Sleeper (2+1)",20:30,03:00,"08h 10m",1.7,809,28,private,AC,1-2
14286,Telangana,Hyderabad,Ongole,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",23:00,05:15,"08h 10m",4.3,760,42,private,AC,"4 above"
14287,Telangana,Hyderabad,Ongole,"PMR Express","A/C Sleeper (2+1)",19:00,03:00,"08h 10m",4.2,941,28,private,AC,"4 above"
14288,Telangana,Hyderabad,Ongole,"Ramana Tours And Travels","A/C Sleeper (2+1)",17:45,02:35,"08h 10m",4.1,1230,38,private,AC,"4 above"
14289,Telangana,Hyderabad,Ongole,"Padmavathi Travels","A/C Sleeper (2+1)",22:15,05:30,"08h 10m",3.5,1050,28,private,AC,3-4
14290,Telangana,Hyderabad,Ongole,"Mozo travels","A/C Sleeper (2+1)",18:20,01:25,"08h 10m",3.8,899,30,private,AC,3-4
14291,Telangana,Hyderabad,Ongole,"VV Vinayak Travels","Non A/C Seater / Sleeper (2+1)",22:15,06:00,"08h 10m",3,571,41,private,"NON AC",3-4
14292,Telangana,Hyderabad,Ongole,"Vikram Travels","A/C Seater / Sleeper (2+1)",21:10,02:30,"08h 10m",3.7,3000,32,private,AC,3-4
14293,Telangana,Hyderabad,Ongole,"Vihari Travels ","Non A/C Seater / Sleeper (2+1)",22:00,06:35,"08h 10m",3.2,428,32,private,"NON AC",3-4
14294,Telangana,Hyderabad,Ongole,"V Kaveri Travels","Volvo Multi-Axle A/C Sleeper (2+1)",19:00,03:00,"08h 10m",3.5,1600,28,private,AC,3-4
14295,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","NON A/C Sleeper (2+1)",21:30,04:55,"08h 10m",3.3,3000,24,private,AC,3-4
14296,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","NON A/C Semi Sleeper / Sleeper (2+1)",21:45,05:40,"08h 10m",3.1,1490,38,private,AC,3-4
14297,Telangana,Hyderabad,Ongole,"VV Vinayak Travels","Non A/C Seater / Sleeper (2+1)",22:15,06:00,"08h 10m",3.3,555,41,private,"NON AC",3-4
14298,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","Volvo Multi-Axle A/C Sleeper (2+1)",19:30,01:15,"08h 10m",3.3,1600,38,private,AC,3-4
14299,Telangana,Hyderabad,Ongole,"KKaveri Travels","A/C Sleeper (2+1)",21:00,05:45,"08h 10m",3.1,900,24,private,AC,3-4
14300,Telangana,Hyderabad,Ongole,"Chandu Travels","Non A/C Seater / Sleeper (2+1)",22:19,05:00,"08h 10m",3.8,1226,28,private,"NON AC",3-4
14301,Telangana,Hyderabad,Ongole,"Sri Laxmi Sravanthi Siva Tours And Travels","Non A/C Seater / Sleeper (2+1)",21:40,05:15,"08h 10m",3,599,40,private,"NON AC",3-4
14302,Telangana,Hyderabad,Ongole,"Ramu Tours & Travels","A/C Seater / Sleeper (2+1)",22:00,04:20,"08h 10m",3.1,490,35,private,AC,3-4
14303,Telangana,Hyderabad,Ongole,"Orange Tours And Travels","Scania AC Multi Axle Sleeper (2+1)",20:45,04:00,"08h 10m",2.9,1200,41,private,AC,2-3
14304,Telangana,Hyderabad,Ongole,"KTC Travels","A/C Seater / Sleeper (2+1)",21:45,04:45,"08h 10m",3.3,970,26,private,AC,3-4
14305,Telangana,Hyderabad,Ongole,"Orange Tours And Travels","Scania AC Multi Axle Sleeper (2+1)",22:35,06:00,"08h 10m",2.3,1200,1,private,AC,2-3
14306,Telangana,Hyderabad,Ongole,"Sri Laxmi Sravanthi Siva Tours And Travels","Non A/C Seater / Sleeper (2+1)",21:45,05:10,"08h 10m",1.6,599,23,private,"NON AC",1-2
14307,Telangana,Hyderabad,Ongole,"VV Vinayak Travels","Non A/C Seater / Sleeper (2+1)",22:35,06:00,"08h 10m",2,555,23,private,"NON AC",2-3
14308,Telangana,Hyderabad,Ongole,"VV Vinayak Travels","A/C Seater / Sleeper (2+1)",22:10,06:00,"08h 10m",2.1,590,36,private,AC,2-3
14309,Telangana,Hyderabad,Ongole,"Vihari Tours And Travels","Non A/C Seater / Sleeper (2+1)",22:10,05:30,"08h 10m",3.7,3999,41,private,"NON AC",3-4
14310,Telangana,Hyderabad,Ongole,"Vikram Travels","A/C Seater / Sleeper (2+1)",21:55,05:30,"08h 10m",3.7,679,38,private,AC,3-4
14311,Telangana,Hyderabad,Ongole,"Cherry tours&travels","Non AC Seater (2+2)",20:00,04:30,"08h 10m",3.5,722,21,private,"NON AC",3-4
14312,Telangana,Hyderabad,Ongole,"VEGA BUS","A/C Seater / Sleeper (2+1)",22:15,05:30,"08h 10m",3.5,2375,43,private,AC,3-4
14313,Telangana,Hyderabad,Ongole,"Sri Sivanjali Bus","Non A/C Seater / Sleeper (2+1)",22:00,06:00,"08h 10m",3.5,3000,40,private,"NON AC",3-4
14314,Telangana,Hyderabad,Ongole,"Cherry tours&travels","Non A/C Seater / Sleeper (2+1)",21:50,06:00,"08h 10m",3.5,808,52,private,"NON AC",3-4
14315,Telangana,Hyderabad,Ongole,"Cherry tours&travels","Non A/C Seater / Sleeper (2+1)",22:00,05:00,"08h 10m",3.5,637,36,private,"NON AC",3-4
14316,Telangana,Hyderabad,Ongole,"VV Vinayak Travels","Non A/C Seater / Sleeper (2+1)",22:15,06:00,"08h 10m",3.3,555,28,private,"NON AC",3-4
14317,Telangana,Hyderabad,Ongole,"Vihari Travels ","NON A/C Seater/ Sleeper (2+1)",20:15,05:15,"08h 10m",3.3,1606,1,private,AC,3-4
14318,Telangana,Hyderabad,Ongole,"Sri Krishna Travels","A/C Sleeper (2+1)",17:45,03:30,"08h 10m",3.3,2190,30,private,AC,3-4
14319,Telangana,Hyderabad,Ongole,"VV Vinayak Travels","Non A/C Seater / Sleeper (2+1)",22:35,06:15,"08h 10m",3.3,522,24,private,"NON AC",3-4
14320,Telangana,Hyderabad,Ongole,"VV Vinayak Travels","NON A/C Hi-Tech Push Back (2+2)",21:00,06:30,"08h 10m",3.3,1550,33,private,AC,3-4
14321,Telangana,Hyderabad,Ongole,"Ramu Tours & Travels","NON A/C Sleeper (2+1)",22:30,05:45,"08h 10m",3.2,2500,24,private,AC,3-4
14322,Telangana,Hyderabad,Ongole,"KTC Travels","NON A/C Sleeper (2+1)",22:00,04:15,"08h 10m",3.2,1499,15,private,AC,3-4
14323,Telangana,Hyderabad,Ongole,"Sri Laxmi Sravanthi Siva Tours And Travels","Non A/C Seater / Sleeper (2+1)",21:40,05:15,"08h 10m",3,599,25,private,"NON AC",3-4
14324,Telangana,Hyderabad,Ongole,"Sri Laxmi Sravanthi Siva Tours And Travels","Non A/C Seater / Sleeper (2+1)",21:50,05:20,"08h 10m",3,599,32,private,"NON AC",3-4
14325,Telangana,Hyderabad,Ongole,"SAI PRASANNA TRAVELS","Non A/C Seater / Sleeper (2+1)",21:45,05:30,"08h 10m",2.9,1880,33,private,"NON AC",2-3
14326,Telangana,Hyderabad,Ongole,"Hriday Tours & Travels","Volvo Multi-Axle A/C Sleeper (2+1)",22:00,05:45,"08h 10m",1.5,3000,36,private,AC,1-2
14327,Telangana,Hyderabad,Ongole,"Hriday Tours & Travels","Volvo Multi-Axle A/C Sleeper (2+1)",20:00,02:00,"08h 10m",1.5,2400,26,private,AC,1-2
14328,Telangana,Hyderabad,Ongole,"Ramesh Travels","NON A/C Hi-Tech Push Back (2+2)",21:30,04:30,"08h 10m",1.5,2000,26,private,AC,1-2
14329,Telangana,Hyderabad,"Guntur (Andhra Pradesh)","TSRTC - 6594","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:50,11:10,"05h 20m",2.3,409,28,Government,AC,2-3
14330,Telangana,Hyderabad,"Guntur (Andhra Pradesh)","TSRTC - 1574","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,13:30,"05h 20m",3.7,409,26,Government,AC,3-4
14331,Telangana,Hyderabad,"Guntur (Andhra Pradesh)","TSRTC - 1761","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:05,15:15,"05h 20m",2.5,409,31,Government,AC,2-3
14332,Telangana,Hyderabad,"Guntur (Andhra Pradesh)","TSRTC - 9568","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,14:20,"05h 20m",3,409,28,Government,AC,3-4
